name,height_cm,reach_in,stance,DOB
Willamy Freire,172.72,,Orthodox,1987-07-28
William Gomis,182.88,73.0,Southpaw,1997-06-13
William Knight,177.8,73.0,Orthodox,1988-04-03
William Macario,180.34,75.0,Orthodox,1991-07-01
Willie Gates,172.72,72.0,Orthodox,1987-01-21
Wilson Gouveia,185.42,76.0,Orthodox,1978-10-03
Wilson Reis,162.56,65.0,Southpaw,1985-01-06
Wu Yanan,172.72,66.0,Orthodox,1996-04-18
Wulijiburen,175.26,69.0,Orthodox,1989-03-01
Xavier Foupa-Pokam,185.42,,Open Stance,1982-07-03
Xiao Long,172.72,70.0,Orthodox,1998-04-13
Yadier del Valle,175.26,69.0,Southpaw,1996-07-29
Yair Rodriguez,180.34,71.0,Orthodox,1992-10-06
Yan Cabral,180.34,73.0,Orthodox,1983-05-13
Yan Xiaonan,165.1,63.0,Orthodox,1989-06-16
Yana Santos,167.64,68.0,Orthodox,1989-11-11
Yanal Ashmouz,175.26,69.0,Orthodox,1995-03-31
Yancy Medeiros,177.8,75.0,Orthodox,1987-09-07
Yanis Ghemmouri,175.26,69.0,Orthodox,1995-01-24
Yao Zhikui,165.1,64.0,Orthodox,1991-02-07
Yaotzin Meza,175.26,71.0,Orthodox,1981-02-04
Yaroslav Amosov,182.88,75.0,Orthodox,1993-09-09
Yasuhiro Urushitani,165.1,,Southpaw,1976-09-08
Yazmin Jauregui,160.02,64.0,Orthodox,1999-02-28
Yizha,170.18,71.0,Orthodox,1997-01-08
Yoel Romero,182.88,73.0,Southpaw,1977-04-30
Yohan Lainesse,185.42,76.0,Orthodox,1992-08-14
Yoislandy Izquierdo,180.34,,Southpaw,1984-01-09
Yorgan De Castro,182.88,74.0,Orthodox,1986-12-19
Yosdenis Cedeno,172.72,69.0,Orthodox,1985-02-12
Yoshihiro Akiyama,177.8,75.0,Orthodox,1975-07-29
Yoshinori Horie,172.72,70.0,Orthodox,1995-05-10
Yoshiyuki Yoshida,180.34,70.0,Southpaw,1974-05-10
Yousri Belgaroui,198.12,79.0,Orthodox,1992-06-02
Youssef Zalal,177.8,72.0,Switch,1996-09-04
Yui Chul Nam,175.26,,Orthodox,1981-07-16
Yuki Kondo,180.34,,Southpaw,1975-07-17
Yuki Sasaki,187.96,,Orthodox,1976-09-12
Yuneisy Duben,162.56,65.0,Orthodox,1996-07-08
Yuri Villefort,182.88,73.0,Orthodox,1991-03-23
Yusaku Kinoshita,182.88,71.0,Southpaw,2000-08-21
Yushin Okami,187.96,75.0,Southpaw,1981-07-21
Yusuke Kasuya,170.18,,Southpaw,1989-11-16
Yuta Sasaki,177.8,71.0,Southpaw,1989-10-07
Yves Edwards,175.26,73.0,Southpaw,1976-09-30
Yves Jabouin,170.18,68.0,Orthodox,1979-05-30
Zabit Magomedsharipov,185.42,73.0,Orthodox,1991-03-01
Zac Pauga,187.96,76.0,Orthodox,1988-02-25
Zach Light,172.72,,Orthodox,1974-02-06
Zach Makovsky,162.56,64.0,Southpaw,1983-04-19
Zach Reese,193.04,77.0,Switch,1994-03-24
Zachary Scroggin,190.5,74.0,Orthodox,1996-03-09
Zak Cummings,182.88,75.0,Southpaw,1984-08-02
Zak Ottow,180.34,72.0,Orthodox,1986-12-22
Zarah Fairn,172.72,72.0,Orthodox,1983-12-10
Zarrukh Adashev,165.1,65.0,Southpaw,1992-07-29
Zelim Imadaev,182.88,76.0,Orthodox,1995-01-25
Zhalgas Zhumagulov,162.56,66.0,Switch,1988-08-29
Zhang Lipeng,180.34,71.0,Southpaw,1990-03-10
Zhang Mingyang,187.96,75.0,Orthodox,1998-08-16
Zhang Tiequan,172.72,69.0,Orthodox,1978-07-25
Zhang Weili,162.56,63.0,Switch,1989-08-13
Zubaira Tukhugov,172.72,68.0,Orthodox,1991-01-15
Zviad Lazishvili,167.64,69.0,Orthodox,1991-10-25
Zygimantas Ramaska,180.34,71.0,Orthodox,1996-12-27
